Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
PD53330a	150	0.877	81.025	54.017%	20.731	48.891%	0.27051	0.831
PD53332a	244	0.979	55.617	22.794%	12.743	20.214%	0.06657	0.97
PD53332c	362	0.984	65.495	18.093%	20.983	19.328%	0.04564	0.981
PD53333a	234	0.929	99.343	42.454%	22.374	37.28%	0.20852	0.895
PD53333c	209	0.938	83.007	39.716%	21.398	35.758%	0.16805	0.918
PD53333d	228	0.948	86.299	37.85%	19.663	31.923%	0.16838	0.927
PD53333e	197	0.928	84.081	42.681%	19.624	37.226%	0.1941	0.897
PD53343a	142	0.936	59.201	41.691%	14.194	35.441%	0.16014	0.913
PD53343c	171	0.956	54.304	31.757%	13.385	29.257%	0.14369	0.938
PD53343d	226	0.947	91.807	40.623%	23.632	34.26%	0.15293	0.937
PD53343e	268	0.928	126.014	47.02%	37.755	41.96%	0.1987	0.924
PD53343f	177	0.953	63.289	35.756%	16.013	31.374%	0.14679	0.94
PD53343g	180	0.956	61.052	33.918%	14.355	29.574%	0.14616	0.937
PD53347a	299	0.637	271.642	90.85%	68.397	80.792%	0.58551	0.487
PD53349a	173	0.96	53.901	31.157%	12.115	28.266%	0.11568	0.939
PD53349c	189	0.966	55.958	29.607%	11.512	25.983%	0.13751	0.945
PD53350a	241	0.829	125.138	51.924%	36.003	57.467%	0.22989	0.749
PD53350c	295	0.867	139.059	47.139%	38.706	50.421%	0.22218	0.804
PD53352a	174	0.906	77.933	44.789%	19.484	42.297%	0.1988	0.864
PD53352c	173	0.923	77.056	44.541%	18.215	38.598%	0.18163	0.891
PD53355a	193	0.825	97.047	50.283%	29.681	56.942%	0.28234	0.746
PD53357a	182	0.935	69.236	38.042%	17.569	35.833%	0.15392	0.908
PD53359a	151	0.913	71.423	47.3%	17.648	41.086%	0.28867	0.882
PD53364a	260	0.939	97.821	37.623%	22.862	34.536%	0.14629	0.908
